year,quarter,lad_code,claimant_count
2018,Q1,E07000222,703
2018,Q1,E07000223,540
2018,Q1,E07000224,1232
2018,Q1,E07000225,722
2018,Q1,E07000226,1007
2018,Q1,E07000227,642
2018,Q1,E07000228,428
2018,Q1,E07000229,950
2018,Q1,E07000234,740
2018,Q1,E07000235,530
2018,Q1,E07000236,1065
2018,Q1,E07000237,1075
2018,Q1,E07000238,748
2018,Q1,E07000239,937
2018,Q1,E07000240,928
2018,Q1,E07000241,1007
2018,Q1,E07000242,642
2018,Q1,E07000243,927
2018,Q1,E07000244,2978
2018,Q1,E07000245,1312
2018,Q1,E08000001,5807
2018,Q1,E08000002,2907
2018,Q1,E08000003,10440
2018,Q1,E08000004,5677
2018,Q1,E08000005,4067
2018,Q1,E08000006,4620
2018,Q1,E08000007,3430
2018,Q1,E08000008,3857
2018,Q1,E08000009,2780
2018,Q1,E08000010,5462
2018,Q1,E08000011,3248
2018,Q1,E08000012,11600
2018,Q1,E08000013,3082
2018,Q1,E08000014,4870
2018,Q1,E08000015,4595
2018,Q1,E08000016,4575
2018,Q1,E08000017,5382
2018,Q1,E08000018,4385
2018,Q1,E08000019,9263
2018,Q1,E08000021,7848
2018,Q1,E08000022,3463
2018,Q1,E08000023,4368
2018,Q1,E08000024,5763
2018,Q1,E08000025,32415
2018,Q1,E08000026,4390
2018,Q1,E08000027,6722
2018,Q1,E08000028,7272
2018,Q1,E08000029,2755
2018,Q1,E08000030,5025
2018,Q1,E08000031,6978
2018,Q1,E08000032,9005
2018,Q1,E08000033,3945
2018,Q1,E08000034,6622
2018,Q1,E08000035,11673
2018,Q1,E08000036,4252
2018,Q1,E08000037,4220
2018,Q1,E09000001,63
2018,Q1,E09000002,3253
2018,Q1,E09000003,3575
2018,Q1,E09000004,2165
2018,Q1,E09000005,4903
2018,Q1,E09000006,2363
2018,Q1,E09000007,2810
2018,Q1,E09000008,9113
2018,Q1,E09000009,5120
2018,Q1,E09000010,4680
2018,Q1,E09000011,4188
2018,Q1,E09000012,4993
2018,Q1,E09000013,4275
2018,Q1,E09000014,4545
2018,Q1,E09000015,1817
2018,Q1,E09000016,2577
2018,Q1,E09000017,2640
2018,Q1,E09000018,5165
2018,Q1,E09000019,3808
2018,Q1,E09000020,1913
2018,Q1,E09000021,1313
2018,Q1,E09000022,6148
2018,Q1,E09000023,5405
2018,Q1,E09000024,2473
2018,Q1,E09000025,4690
2018,Q1,E09000026,2505
2018,Q1,E09000027,1543
2018,Q1,E09000028,7480
2018,Q1,E09000029,2835
2018,Q1,E09000030,6345
2018,Q1,E09000031,4070
2018,Q1,E09000032,3368
2018,Q1,E09000033,2583
2018,Q1,N09000001,1843
2018,Q1,N09000002,2557
2018,Q1,N09000003,7055
2018,Q1,N09000004,2587
2018,Q1,N09000005,4458
2018,Q1,N09000006,1490
2018,Q1,N09000007,1337
2018,Q1,N09000008,2037
2018,Q1,N09000009,1415
2018,Q1,N09000010,2342
2018,Q1,N09000011,2180
2018,Q1,S12000005,1272
2018,Q1,S12000006,1662
2018,Q1,S12000008,2835
2018,Q1,S12000010,1827
2018,Q1,S12000011,683
2018,Q1,S12000013,288
2018,Q1,S12000014,2518
2018,Q1,S12000017,3677
2018,Q1,S12000018,2495
2018,Q1,S12000019,1477
2018,Q1,S12000020,1190
2018,Q1,S12000021,3490
2018,Q1,S12000023,125
2018,Q1,S12000026,1120
2018,Q1,S12000027,112
2018,Q1,S12000028,1675
2018,Q1,S12000029,5325
2018,Q1,S12000030,1315
