year,quarter,lad_code,claimant_count
2020,Q2,E06000042,9173
2020,Q2,E06000043,12567
2020,Q2,E06000044,9432
2020,Q2,E06000045,10988
2020,Q2,E06000046,5178
2020,Q2,E06000047,20967
2020,Q2,E06000049,10100
2020,Q2,E06000050,10980
2020,Q2,E06000051,8358
2020,Q2,E06000052,20222
2020,Q2,E06000053,82
2020,Q2,E06000054,11582
2020,Q2,E06000055,6702
2020,Q2,E06000056,7143
2020,Q2,E06000057,11343
2020,Q2,E06000058,14248
2020,Q2,E06000059,8903
2020,Q2,E06000060,13118
2020,Q2,E06000061,12062
2020,Q2,E06000062,12953
2020,Q2,E06000063,8092
2020,Q2,E06000064,5548
2020,Q2,E06000065,15065
2020,Q2,E06000066,15333
2020,Q2,E07000008,3002
2020,Q2,E07000009,1667
2020,Q2,E07000010,3315
2020,Q2,E07000011,4018
2020,Q2,E07000012,2758
2020,Q2,E07000032,3593
2020,Q2,E07000033,2492
2020,Q2,E07000034,3615
2020,Q2,E07000035,1405
2020,Q2,E07000036,3918
2020,Q2,E07000037,2587
2020,Q2,E07000038,2597
2020,Q2,E07000039,2590
2020,Q2,E07000040,3433
2020,Q2,E07000041,3542
2020,Q2,E07000042,1975
2020,Q2,E07000043,3125
2020,Q2,E07000044,2293
2020,Q2,E07000045,3842
2020,Q2,E07000046,2110
2020,Q2,E07000047,1253
2020,Q2,E07000061,4353
2020,Q2,E07000062,4797
2020,Q2,E07000063,3123
2020,Q2,E07000064,2850
2020,Q2,E07000065,3723
2020,Q2,E07000066,7430
2020,Q2,E07000067,4573
2020,Q2,E07000068,2128
2020,Q2,E07000069,2842
2020,Q2,E07000070,4672
2020,Q2,E07000071,5865
2020,Q2,E07000072,4113
2020,Q2,E07000073,4188
2020,Q2,E07000074,1695
2020,Q2,E07000075,2220
2020,Q2,E07000076,6345
2020,Q2,E07000077,1887
2020,Q2,E07000078,3363
2020,Q2,E07000079,1955
2020,Q2,E07000080,2348
2020,Q2,E07000081,4487
2020,Q2,E07000082,2548
2020,Q2,E07000083,2203
2020,Q2,E07000084,4170
2020,Q2,E07000085,2613
2020,Q2,E07000086,3038
2020,Q2,E07000087,2353
2020,Q2,E07000088,2712
2020,Q2,E07000089,1625
2020,Q2,E07000090,4417
2020,Q2,E07000091,3882
2020,Q2,E07000092,2585
2020,Q2,E07000093,2555
2020,Q2,E07000094,2545
2020,Q2,E07000095,3460
2020,Q2,E07000096,4427
2020,Q2,E07000098,3227
2020,Q2,E07000099,3363
2020,Q2,E07000102,2352
2020,Q2,E07000103,3632
2020,Q2,E07000105,4532
2020,Q2,E07000106,5080
2020,Q2,E07000107,3733
2020,Q2,E07000108,4618
2020,Q2,E07000109,4472
2020,Q2,E07000110,5118
2020,Q2,E07000111,2668
2020,Q2,E07000112,4602
2020,Q2,E07000113,5985
2020,Q2,E07000114,8132
2020,Q2,E07000115,3130
2020,Q2,E07000116,2893
2020,Q2,E07000117,4527
2020,Q2,E07000118,3343
2020,Q2,E07000119,2503
2020,Q2,E07000120,3850
2020,Q2,E07000121,4912
2020,Q2,E07000122,3705
2020,Q2,E07000123,5972
2020,Q2,E07000124,1185
2020,Q2,E07000125,2837
2020,Q2,E07000126,2920
2020,Q2,E07000127,3522
2020,Q2,E07000128,3622
2020,Q2,E07000129,2417
2020,Q2,E07000130,4420
2020,Q2,E07000131,1890
2020,Q2,E07000132,2952
2020,Q2,E07000133,1273
2020,Q2,E07000134,2518
2020,Q2,E07000135,1445
2020,Q2,E07000136,2362
2020,Q2,E07000137,5382
2020,Q2,E07000138,4243
2020,Q2,E07000139,2683
2020,Q2,E07000140,2673
2020,Q2,E07000141,4205
2020,Q2,E07000142,2835
2020,Q2,E07000143,3487
2020,Q2,E07000144,2730
2020,Q2,E07000145,4770
2020,Q2,E07000146,4207
2020,Q2,E07000147,2565
2020,Q2,E07000148,5862
2020,Q2,E07000149,2988
2020,Q2,E07000170,4818
2020,Q2,E07000171,3682
2020,Q2,E07000172,3133
2020,Q2,E07000173,3510
2020,Q2,E07000174,4322
2020,Q2,E07000175,3480
2020,Q2,E07000176,2253
2020,Q2,E07000177,3555
2020,Q2,E07000178,4100
2020,Q2,E07000179,2827
2020,Q2,E07000180,2570
2020,Q2,E07000181,2350
2020,Q2,E07000192,3507
2020,Q2,E07000193,3515
2020,Q2,E07000194,2772
2020,Q2,E07000195,3772
2020,Q2,E07000196,2878
2020,Q2,E07000197,3322
2020,Q2,E07000198,2032
2020,Q2,E07000199,2732
2020,Q2,E07000200,2368
2020,Q2,E07000202,5668
2020,Q2,E07000203,2108
2020,Q2,E07000207,2632
2020,Q2,E07000208,1653
2020,Q2,E07000209,2725
2020,Q2,E07000210,1617
2020,Q2,E07000211,3298
2020,Q2,E07000212,2038
2020,Q2,E07000213,2783
2020,Q2,E07000214,1855
2020,Q2,E07000215,1988
2020,Q2,E07000216,2163
2020,Q2,E07000217,2267
2020,Q2,E07000218,1967
2020,Q2,E07000219,5055
2020,Q2,E07000220,3023
2020,Q2,E07000221,2770
2020,Q2,E07000222,3328
2020,Q2,E07000223,2073
2020,Q2,E07000224,4923
2020,Q2,E07000225,3190
2020,Q2,E07000226,4578
2020,Q2,E07000227,2987
2020,Q2,E07000228,2933
2020,Q2,E07000229,3572
2020,Q2,E07000234,2540
2020,Q2,E07000235,2017
2020,Q2,E07000236,3092
2020,Q2,E07000237,3547
2020,Q2,E07000238,3343
2020,Q2,E07000239,3390
2020,Q2,E07000240,3253
2020,Q2,E07000241,3337
2020,Q2,E07000242,3365
2020,Q2,E07000243,3152
2020,Q2,E07000244,6910
2020,Q2,E07000245,4322
2020,Q2,E08000001,14162
2020,Q2,E08000002,8027
2020,Q2,E08000003,32050
2020,Q2,E08000004,12897
2020,Q2,E08000005,11417
2020,Q2,E08000006,13218
2020,Q2,E08000007,10052
2020,Q2,E08000008,10653
2020,Q2,E08000009,7285
2020,Q2,E08000010,13860
2020,Q2,E08000011,7972
2020,Q2,E08000012,28033
2020,Q2,E08000013,7647
2020,Q2,E08000014,11377
2020,Q2,E08000015,12517
2020,Q2,E08000016,9780
2020,Q2,E08000017,13733
2020,Q2,E08000018,11162
2020,Q2,E08000019,21450
2020,Q2,E08000021,14840
2020,Q2,E08000022,8037
2020,Q2,E08000023,8627
2020,Q2,E08000024,13932
2020,Q2,E08000025,73828
2020,Q2,E08000026,14522
2020,Q2,E08000027,13843
2020,Q2,E08000028,17323
2020,Q2,E08000029,6817
2020,Q2,E08000030,14055
2020,Q2,E08000031,16082
2020,Q2,E08000032,28223
2020,Q2,E08000033,8392
2020,Q2,E08000034,17498
2020,Q2,E08000035,33043
2020,Q2,E08000036,12647
2020,Q2,E08000037,9368
2020,Q2,E09000001,205
2020,Q2,E09000002,11660
2020,Q2,E09000003,15178
2020,Q2,E09000004,8057
2020,Q2,E09000005,17833
2020,Q2,E09000006,9825
2020,Q2,E09000007,9265
2020,Q2,E09000008,20057
2020,Q2,E09000009,17420
2020,Q2,E09000010,16428
2020,Q2,E09000011,13517
2020,Q2,E09000012,15608
2020,Q2,E09000013,8950
2020,Q2,E09000014,16525
2020,Q2,E09000015,8900
2020,Q2,E09000016,9583
2020,Q2,E09000017,11382
2020,Q2,E09000018,13380
2020,Q2,E09000019,11268
2020,Q2,E09000020,5035
2020,Q2,E09000021,5017
2020,Q2,E09000022,17780
2020,Q2,E09000023,16848
2020,Q2,E09000024,8482
2020,Q2,E09000025,19725
2020,Q2,E09000026,13540
2020,Q2,E09000027,4938
2020,Q2,E09000028,16922
2020,Q2,E09000029,6628
2020,Q2,E09000030,17480
2020,Q2,E09000031,15513
2020,Q2,E09000032,11652
2020,Q2,E09000033,8182
2020,Q2,N09000001,3863
2020,Q2,N09000002,5850
2020,Q2,N09000003,14497
2020,Q2,N09000004,4943
2020,Q2,N09000005,6745
2020,Q2,N09000006,3012
2020,Q2,N09000007,3253
2020,Q2,N09000008,4010
2020,Q2,N09000009,3850
2020,Q2,N09000010,6107
2020,Q2,N09000011,4605
2020,Q2,S12000005,2092
2020,Q2,S12000006,4983
2020,Q2,S12000008,5772
2020,Q2,S12000010,3453
2020,Q2,S12000011,2143
2020,Q2,S12000013,835
2020,Q2,S12000014,5950
2020,Q2,S12000017,7872
2020,Q2,S12000018,3110
2020,Q2,S12000019,2963
2020,Q2,S12000020,2788
2020,Q2,S12000021,6883
2020,Q2,S12000023,392
2020,Q2,S12000026,3557
2020,Q2,S12000027,467
2020,Q2,S12000028,4512
2020,Q2,S12000029,12593
2020,Q2,S12000030,2978
2020,Q2,S12000033,7580
2020,Q2,S12000034,5727
2020,Q2,S12000035,3095
2020,Q2,S12000036,16463
2020,Q2,S12000038,7232
2020,Q2,S12000039,4665
2020,Q2,S12000040,6217
2020,Q2,S12000041,3612
2020,Q2,S12000042,6873
2020,Q2,S12000045,2605
2020,Q2,S12000047,14565
2020,Q2,S12000048,4087
2020,Q2,S12000049,34607
2020,Q2,S12000050,14578
2020,Q2,W06000001,2487
2020,Q2,W06000002,4110
2020,Q2,W06000003,4500
2020,Q2,W06000004,3590
2020,Q2,W06000005,4965
2020,Q2,W06000006,4860
2020,Q2,W06000008,1877
2020,Q2,W06000009,4323
2020,Q2,W06000010,5852
2020,Q2,W06000011,8907
2020,Q2,W06000012,5183
2020,Q2,W06000013,4968
2020,Q2,W06000014,4155
2020,Q2,W06000015,14857
2020,Q2,W06000016,9442
2020,Q2,W06000018,6677
2020,Q2,W06000019,3012
2020,Q2,W06000020,3572
2020,Q2,W06000021,2213
2020,Q2,W06000022,6825
2020,Q2,W06000023,3325
2020,Q2,W06000024,2618
2020,Q3,E06000001,5253
2020,Q3,E06000002,9030
2020,Q3,E06000003,6063
2020,Q3,E06000004,8665
2020,Q3,E06000005,4583
2020,Q3,E06000006,5812
2020,Q3,E06000007,6868
2020,Q3,E06000008,7590
2020,Q3,E06000009,10135
2020,Q3,E06000010,16178
2020,Q3,E06000011,9110
2020,Q3,E06000012,7110
2020,Q3,E06000013,6285
2020,Q3,E06000014,4975
2020,Q3,E06000015,12008
2020,Q3,E06000016,17298
2020,Q3,E06000017,812
2020,Q3,E06000018,17973
2020,Q3,E06000019,4913
2020,Q3,E06000020,7125
2020,Q3,E06000021,12928
2020,Q3,E06000022,5257
2020,Q3,E06000023,20405
2020,Q3,E06000024,6005
2020,Q3,E06000025,6983
2020,Q3,E06000026,10773
2020,Q3,E06000027,5897
2020,Q3,E06000030,8277
2020,Q3,E06000031,9620
2020,Q3,E06000032,11430
2020,Q3,E06000033,8900
2020,Q3,E06000034,7785
2020,Q3,E06000035,12050
2020,Q3,E06000036,3547
2020,Q3,E06000037,3937
2020,Q3,E06000038,6885
2020,Q3,E06000039,7768
2020,Q3,E06000040,4200
2020,Q3,E06000041,3598
2020,Q3,E06000042,10812
2020,Q3,E06000043,14097
2020,Q3,E06000044,10125
2020,Q3,E06000045,11803
2020,Q3,E06000046,5192
2020,Q3,E06000047,21425
2020,Q3,E06000049,10858
2020,Q3,E06000050,11318
2020,Q3,E06000051,8942
2020,Q3,E06000052,19672
2020,Q3,E06000053,55
2020,Q3,E06000054,12483
2020,Q3,E06000055,7310
2020,Q3,E06000056,7830
2020,Q3,E06000057,11323
2020,Q3,E06000058,15480
2020,Q3,E06000059,9395
2020,Q3,E06000060,15383
2020,Q3,E06000061,12420
2020,Q3,E06000062,14562
2020,Q3,E06000063,8198
2020,Q3,E06000064,5507
2020,Q3,E06000065,15208
2020,Q3,E06000066,16518
2020,Q3,E07000008,3623
2020,Q3,E07000009,1923
2020,Q3,E07000010,3608
2020,Q3,E07000011,4580
2020,Q3,E07000012,3273
2020,Q3,E07000032,3725
2020,Q3,E07000033,2555
2020,Q3,E07000034,3760
2020,Q3,E07000035,1440
2020,Q3,E07000036,4030
2020,Q3,E07000037,2703
2020,Q3,E07000038,2655
2020,Q3,E07000039,2767
2020,Q3,E07000040,3485
2020,Q3,E07000041,3740
2020,Q3,E07000042,2008
2020,Q3,E07000043,3137
2020,Q3,E07000044,2355
2020,Q3,E07000045,3762
2020,Q3,E07000046,2077
2020,Q3,E07000047,1333
2020,Q3,E07000061,4575
2020,Q3,E07000062,5055
2020,Q3,E07000063,3355
2020,Q3,E07000064,2963
2020,Q3,E07000065,4023
2020,Q3,E07000066,8110
2020,Q3,E07000067,4942
2020,Q3,E07000068,2413
2020,Q3,E07000069,3003
2020,Q3,E07000070,5363
2020,Q3,E07000071,6365
2020,Q3,E07000072,4855
2020,Q3,E07000073,4425
2020,Q3,E07000074,1912
2020,Q3,E07000075,2405
2020,Q3,E07000076,6438
2020,Q3,E07000077,2188
2020,Q3,E07000078,3873
2020,Q3,E07000079,2142
2020,Q3,E07000080,2492
2020,Q3,E07000081,4983
2020,Q3,E07000082,2933
2020,Q3,E07000083,2342
2020,Q3,E07000084,4765
2020,Q3,E07000085,2852
2020,Q3,E07000086,3223
2020,Q3,E07000087,2585
2020,Q3,E07000088,2825
2020,Q3,E07000089,1905
2020,Q3,E07000090,4573
2020,Q3,E07000091,4170
2020,Q3,E07000092,3028
2020,Q3,E07000093,2825
2020,Q3,E07000094,2733
2020,Q3,E07000095,3968
2020,Q3,E07000096,5013
2020,Q3,E07000098,3650
2020,Q3,E07000099,3755
2020,Q3,E07000102,2735
2020,Q3,E07000103,4198
2020,Q3,E07000105,4843
2020,Q3,E07000106,5425
2020,Q3,E07000107,4018
2020,Q3,E07000108,4728
2020,Q3,E07000109,4852
2020,Q3,E07000110,5470
2020,Q3,E07000111,2945
2020,Q3,E07000112,4883
2020,Q3,E07000113,6090
2020,Q3,E07000114,8530
2020,Q3,E07000115,3473
2020,Q3,E07000116,3252
2020,Q3,E07000117,4773
2020,Q3,E07000118,3352
2020,Q3,E07000119,2558
2020,Q3,E07000120,3997
2020,Q3,E07000121,5015
2020,Q3,E07000122,3948
2020,Q3,E07000123,6323
2020,Q3,E07000124,1208
2020,Q3,E07000125,2962
2020,Q3,E07000126,2953
2020,Q3,E07000127,3683
2020,Q3,E07000128,3758
2020,Q3,E07000129,2657
2020,Q3,E07000130,4790
2020,Q3,E07000131,2128
2020,Q3,E07000132,3097
2020,Q3,E07000133,1308
2020,Q3,E07000134,2713
2020,Q3,E07000135,1642
2020,Q3,E07000136,2588
2020,Q3,E07000137,5247
2020,Q3,E07000138,4443
2020,Q3,E07000139,2790
2020,Q3,E07000140,2862
2020,Q3,E07000141,4450
2020,Q3,E07000142,2953
2020,Q3,E07000143,3578
2020,Q3,E07000144,2973
2020,Q3,E07000145,4745
2020,Q3,E07000146,4407
2020,Q3,E07000147,2590
2020,Q3,E07000148,6465
2020,Q3,E07000149,3243
2020,Q3,E07000170,4918
2020,Q3,E07000171,3757
2020,Q3,E07000172,3340
2020,Q3,E07000173,3753
2020,Q3,E07000174,4362
2020,Q3,E07000175,3673
2020,Q3,E07000176,2420
2020,Q3,E07000177,3940
2020,Q3,E07000178,4747
2020,Q3,E07000179,3113
2020,Q3,E07000180,2912
2020,Q3,E07000181,2607
2020,Q3,E07000192,3665
2020,Q3,E07000193,3862
2020,Q3,E07000194,3028
2020,Q3,E07000195,3968
2020,Q3,E07000196,3058
2020,Q3,E07000197,3635
2020,Q3,E07000198,2205
2020,Q3,E07000199,2918
2020,Q3,E07000200,2538
2020,Q3,E07000202,6197
2020,Q3,E07000203,2287
2020,Q3,E07000207,3230
2020,Q3,E07000208,1918
2020,Q3,E07000209,3187
2020,Q3,E07000210,1873
2020,Q3,E07000211,3817
2020,Q3,E07000212,2417
2020,Q3,E07000213,3347
2020,Q3,E07000214,2222
2020,Q3,E07000215,2340
2020,Q3,E07000216,2510
2020,Q3,E07000217,2763
2020,Q3,E07000218,2067
2020,Q3,E07000219,5367
2020,Q3,E07000220,3217
2020,Q3,E07000221,3088
2020,Q3,E07000222,3752
2020,Q3,E07000223,2317
2020,Q3,E07000224,5107
2020,Q3,E07000225,3443
2020,Q3,E07000226,5348
2020,Q3,E07000227,3502
2020,Q3,E07000228,3323
2020,Q3,E07000229,3925
2020,Q3,E07000234,2697
2020,Q3,E07000235,2177
2020,Q3,E07000236,3258
2020,Q3,E07000237,3803
2020,Q3,E07000238,3520
2020,Q3,E07000239,3612
2020,Q3,E07000240,3717
2020,Q3,E07000241,3695
2020,Q3,E07000242,3812
2020,Q3,E07000243,3392
2020,Q3,E07000244,7140
2020,Q3,E07000245,4635
2020,Q3,E08000001,14992
2020,Q3,E08000002,8298
2020,Q3,E08000003,34558
2020,Q3,E08000004,13752
2020,Q3,E08000005,11860
2020,Q3,E08000006,14155
2020,Q3,E08000007,10668
2020,Q3,E08000008,11213
2020,Q3,E08000009,7807
2020,Q3,E08000010,14215
2020,Q3,E08000011,8123
2020,Q3,E08000012,29442
2020,Q3,E08000013,7657
2020,Q3,E08000014,11673
2020,Q3,E08000015,12792
2020,Q3,E08000016,9697
2020,Q3,E08000017,14237
2020,Q3,E08000018,11643
2020,Q3,E08000019,23048
2020,Q3,E08000021,15538
2020,Q3,E08000022,8243
2020,Q3,E08000023,8768
2020,Q3,E08000024,14307
2020,Q3,E08000025,80253
2020,Q3,E08000026,16320
2020,Q3,E08000027,14533
2020,Q3,E08000028,18978
2020,Q3,E08000029,7503
2020,Q3,E08000030,15105
2020,Q3,E08000031,16982
2020,Q3,E08000032,30793
2020,Q3,E08000033,9057
2020,Q3,E08000034,18552
2020,Q3,E08000035,35890
2020,Q3,E08000036,13220
2020,Q3,E08000037,9715
2020,Q3,E09000001,252
2020,Q3,E09000002,13678
2020,Q3,E09000003,18203
2020,Q3,E09000004,8955
2020,Q3,E09000005,21698
2020,Q3,E09000006,11522
2020,Q3,E09000007,10735
2020,Q3,E09000008,22488
2020,Q3,E09000009,20913
2020,Q3,E09000010,18552
2020,Q3,E09000011,15753
2020,Q3,E09000012,18305
2020,Q3,E09000013,10363
2020,Q3,E09000014,19410
2020,Q3,E09000015,10872
2020,Q3,E09000016,10478
2020,Q3,E09000017,13768
2020,Q3,E09000018,15738
2020,Q3,E09000019,12982
2020,Q3,E09000020,6012
2020,Q3,E09000021,6092
2020,Q3,E09000022,20742
2020,Q3,E09000023,19638
2020,Q3,E09000024,9840
2020,Q3,E09000025,24003
2020,Q3,E09000026,15458
2020,Q3,E09000027,5938
2020,Q3,E09000028,19497
2020,Q3,E09000029,7457
2020,Q3,E09000030,19932
2020,Q3,E09000031,17758
2020,Q3,E09000032,13860
2020,Q3,E09000033,9787
2020,Q3,N09000001,3868
2020,Q3,N09000002,6158
2020,Q3,N09000003,14525
2020,Q3,N09000004,4862
2020,Q3,N09000005,6920
2020,Q3,N09000006,3070
2020,Q3,N09000007,3403
2020,Q3,N09000008,4067
2020,Q3,N09000009,4067
2020,Q3,N09000010,6185
2020,Q3,N09000011,4573
2020,Q3,S12000005,2210
2020,Q3,S12000006,4922
2020,Q3,S12000008,6150
2020,Q3,S12000010,3552
2020,Q3,S12000011,2368
2020,Q3,S12000013,848
2020,Q3,S12000014,6215
2020,Q3,S12000017,8162
2020,Q3,S12000018,3223
2020,Q3,S12000019,3085
2020,Q3,S12000020,2960
2020,Q3,S12000021,7183
2020,Q3,S12000023,408
2020,Q3,S12000026,3768
2020,Q3,S12000027,537
2020,Q3,S12000028,4875
2020,Q3,S12000029,13415
2020,Q3,S12000030,3043
2020,Q3,S12000033,9068
2020,Q3,S12000034,6587
2020,Q3,S12000035,3105
2020,Q3,S12000036,18470
2020,Q3,S12000038,7693
2020,Q3,S12000039,4790
2020,Q3,S12000040,6827
2020,Q3,S12000041,3940
2020,Q3,S12000042,7412
2020,Q3,S12000045,2903
2020,Q3,S12000047,15595
2020,Q3,S12000048,4528
2020,Q3,S12000049,37750
2020,Q3,S12000050,15573
2020,Q3,W06000001,2588
2020,Q3,W06000002,4207
2020,Q3,W06000003,4612
2020,Q3,W06000004,3742
2020,Q3,W06000005,5192
2020,Q3,W06000006,5048
2020,Q3,W06000008,1990
2020,Q3,W06000009,4408
2020,Q3,W06000010,6143
2020,Q3,W06000011,9267
2020,Q3,W06000012,5305
2020,Q3,W06000013,5233
2020,Q3,W06000014,4408
2020,Q3,W06000015,16100
2020,Q3,W06000016,9660
2020,Q3,W06000018,6958
2020,Q3,W06000019,3072
2020,Q3,W06000020,3733
2020,Q3,W06000021,2333
2020,Q3,W06000022,7352
2020,Q3,W06000023,3602
2020,Q3,W06000024,2650
2020,Q4,E06000001,4883
2020,Q4,E06000002,8872
2020,Q4,E06000003,5835
2020,Q4,E06000004,8327
2020,Q4,E06000005,4468
2020,Q4,E06000006,5470
2020,Q4,E06000007,6628
2020,Q4,E06000008,7522
2020,Q4,E06000009,9777
2020,Q4,E06000010,15878
2020,Q4,E06000011,8505
2020,Q4,E06000012,6600
2020,Q4,E06000013,5850
2020,Q4,E06000014,4703
2020,Q4,E06000015,11945
2020,Q4,E06000016,17052
2020,Q4,E06000017,738
2020,Q4,E06000018,17643
2020,Q4,E06000019,4583
2020,Q4,E06000020,6772
2020,Q4,E06000021,12595
2020,Q4,E06000022,4987
2020,Q4,E06000023,19560
2020,Q4,E06000024,5603
2020,Q4,E06000025,6530
2020,Q4,E06000026,10022
2020,Q4,E06000027,5453
2020,Q4,E06000030,7895
2020,Q4,E06000031,9330
2020,Q4,E06000032,11377
2020,Q4,E06000033,8635
2020,Q4,E06000034,7533
2020,Q4,E06000035,11662
2020,Q4,E06000036,3397
2020,Q4,E06000037,3773
2020,Q4,E06000038,6758
2020,Q4,E06000039,7913
2020,Q4,E06000040,4202
2020,Q4,E06000041,3520
2020,Q4,E06000042,10250
2020,Q4,E06000043,13743
2020,Q4,E06000044,9875
2020,Q4,E06000045,11595
2020,Q4,E06000046,5003
2020,Q4,E06000047,20435
2020,Q4,E06000049,10393
2020,Q4,E06000050,10683
2020,Q4,E06000051,8450
2020,Q4,E06000052,17718
2020,Q4,E06000053,40
2020,Q4,E06000054,11708
2020,Q4,E06000055,6890
2020,Q4,E06000056,7170
2020,Q4,E06000057,10905
2020,Q4,E06000058,14720
2020,Q4,E06000059,8878
2020,Q4,E06000060,14820
2020,Q4,E06000061,11530
2020,Q4,E06000062,13855
2020,Q4,E06000063,7683
2020,Q4,E06000064,4927
2020,Q4,E06000065,14073
2020,Q4,E06000066,15375
2020,Q4,E07000008,3523
2020,Q4,E07000009,1790
2020,Q4,E07000010,3455
2020,Q4,E07000011,4248
2020,Q4,E07000012,3027
2020,Q4,E07000032,3435
2020,Q4,E07000033,2430
2020,Q4,E07000034,3537
2020,Q4,E07000035,1317
2020,Q4,E07000036,3763
2020,Q4,E07000037,2568
2020,Q4,E07000038,2543
2020,Q4,E07000039,2598
2020,Q4,E07000040,3150
2020,Q4,E07000041,3503
2020,Q4,E07000042,1825
2020,Q4,E07000043,2790
2020,Q4,E07000044,2077
2020,Q4,E07000045,3368
2020,Q4,E07000046,1893
2020,Q4,E07000047,1277
2020,Q4,E07000061,4418
2020,Q4,E07000062,5023
2020,Q4,E07000063,3193
2020,Q4,E07000064,2833
2020,Q4,E07000065,3788
2020,Q4,E07000066,7750
2020,Q4,E07000067,4722
2020,Q4,E07000068,2293
2020,Q4,E07000069,2743
2020,Q4,E07000070,5095
2020,Q4,E07000071,6073
2020,Q4,E07000072,4720
2020,Q4,E07000073,4267
2020,Q4,E07000074,1788
2020,Q4,E07000075,2297
2020,Q4,E07000076,6225
2020,Q4,E07000077,2082
2020,Q4,E07000078,3672
2020,Q4,E07000079,1865
2020,Q4,E07000080,2320
2020,Q4,E07000081,4785
2020,Q4,E07000082,2690
2020,Q4,E07000083,2158
2020,Q4,E07000084,4688
2020,Q4,E07000085,2665
2020,Q4,E07000086,3113
2020,Q4,E07000087,2453
2020,Q4,E07000088,2773
2020,Q4,E07000089,1852
2020,Q4,E07000090,4412
2020,Q4,E07000091,3918
2020,Q4,E07000092,2970
2020,Q4,E07000093,2607
2020,Q4,E07000094,2653
2020,Q4,E07000095,3875
2020,Q4,E07000096,4835
2020,Q4,E07000098,3578
2020,Q4,E07000099,3588
2020,Q4,E07000102,2627
2020,Q4,E07000103,4177
2020,Q4,E07000105,4602
2020,Q4,E07000106,5118
2020,Q4,E07000107,3848
2020,Q4,E07000108,4562
2020,Q4,E07000109,4762
2020,Q4,E07000110,5193
2020,Q4,E07000111,2862
2020,Q4,E07000112,4793
2020,Q4,E07000113,5882
2020,Q4,E07000114,8202
2020,Q4,E07000115,3312
2020,Q4,E07000116,3088
2020,Q4,E07000117,4702
2020,Q4,E07000118,3142
2020,Q4,E07000119,2453
2020,Q4,E07000120,3843
2020,Q4,E07000121,4798
2020,Q4,E07000122,3908
2020,Q4,E07000123,6140
2020,Q4,E07000124,1143
2020,Q4,E07000125,2835
2020,Q4,E07000126,2773
2020,Q4,E07000127,3545
2020,Q4,E07000128,3620
2020,Q4,E07000129,2363
2020,Q4,E07000130,4578
2020,Q4,E07000131,1955
2020,Q4,E07000132,2982
2020,Q4,E07000133,1245
2020,Q4,E07000134,2577
2020,Q4,E07000135,1577
2020,Q4,E07000136,2603
2020,Q4,E07000137,4927
2020,Q4,E07000138,4265
2020,Q4,E07000139,2538
2020,Q4,E07000140,2858
2020,Q4,E07000141,4080
2020,Q4,E07000142,2788
2020,Q4,E07000143,3450
2020,Q4,E07000144,2740
2020,Q4,E07000145,4593
2020,Q4,E07000146,4147
2020,Q4,E07000147,2335
2020,Q4,E07000148,6188
2020,Q4,E07000149,2977
2020,Q4,E07000170,4547
2020,Q4,E07000171,3487
2020,Q4,E07000172,3110
2020,Q4,E07000173,3545
2020,Q4,E07000174,3998
2020,Q4,E07000175,3413
2020,Q4,E07000176,2295
2020,Q4,E07000177,3783
2020,Q4,E07000178,4630
2020,Q4,E07000179,2868
2020,Q4,E07000180,2712
2020,Q4,E07000181,2362
2020,Q4,E07000192,3437
2020,Q4,E07000193,3683
2020,Q4,E07000194,2750
2020,Q4,E07000195,3787
2020,Q4,E07000196,2967
2020,Q4,E07000197,3398
2020,Q4,E07000198,2118
2020,Q4,E07000199,2847
2020,Q4,E07000200,2450
2020,Q4,E07000202,6157
2020,Q4,E07000203,2187
2020,Q4,E07000207,3192
2020,Q4,E07000208,1827
2020,Q4,E07000209,3128
2020,Q4,E07000210,1835
2020,Q4,E07000211,3777
2020,Q4,E07000212,2455
2020,Q4,E07000213,3448
2020,Q4,E07000214,2133
2020,Q4,E07000215,2227
2020,Q4,E07000216,2397
2020,Q4,E07000217,2688
2020,Q4,E07000218,1968
2020,Q4,E07000219,5185
2020,Q4,E07000220,3028
2020,Q4,E07000221,2910
2020,Q4,E07000222,3592
2020,Q4,E07000223,2203
2020,Q4,E07000224,4892
2020,Q4,E07000225,3242
2020,Q4,E07000226,5833
2020,Q4,E07000227,3375
2020,Q4,E07000228,3168
2020,Q4,E07000229,3703
2020,Q4,E07000234,2653
2020,Q4,E07000235,2038
2020,Q4,E07000236,3198
2020,Q4,E07000237,3642
2020,Q4,E07000238,3297
2020,Q4,E07000239,3478
2020,Q4,E07000240,3523
2020,Q4,E07000241,3658
2020,Q4,E07000242,3668
2020,Q4,E07000243,3220
2020,Q4,E07000244,6885
2020,Q4,E07000245,4452
2020,Q4,E08000001,14858
2020,Q4,E08000002,8065
2020,Q4,E08000003,34253
2020,Q4,E08000004,13460
2020,Q4,E08000005,11523
2020,Q4,E08000006,14055
2020,Q4,E08000007,10482
2020,Q4,E08000008,10985
2020,Q4,E08000009,7655
2020,Q4,E08000010,13527
2020,Q4,E08000011,7978
2020,Q4,E08000012,29180
2020,Q4,E08000013,7462
2020,Q4,E08000014,11363
2020,Q4,E08000015,12232
2020,Q4,E08000016,9253
2020,Q4,E08000017,13838
2020,Q4,E08000018,11328
2020,Q4,E08000019,23085
2020,Q4,E08000021,15297
2020,Q4,E08000022,8048
2020,Q4,E08000023,8348
2020,Q4,E08000024,13638
