year,quarter,lad_code,hpi
2018,Q1,E07000171,79.46666666666667
2018,Q1,E07000172,71.5
2018,Q1,E07000173,71.13333333333333
2018,Q1,E07000174,68.13333333333334
2018,Q1,E07000175,77.66666666666667
2018,Q1,E07000176,76.60000000000001
2018,Q1,E07000177,85.8
2018,Q1,E07000178,89.16666666666667
2018,Q1,E07000179,84.23333333333333
2018,Q1,E07000180,85.56666666666666
2018,Q1,E07000181,86.56666666666668
2018,Q1,E07000192,70.56666666666666
2018,Q1,E07000193,79.39999999999999
2018,Q1,E07000194,76.33333333333333
2018,Q1,E07000195,74.10000000000001
2018,Q1,E07000196,78.33333333333333
2018,Q1,E07000197,78.13333333333333
2018,Q1,E07000198,74.26666666666667
2018,Q1,E07000199,76.83333333333333
2018,Q1,E07000200,87.39999999999999
2018,Q1,E07000202,80.7
2018,Q1,E07000203,83.96666666666667
2018,Q1,E07000207,80.86666666666666
2018,Q1,E07000208,86.13333333333333
2018,Q1,E07000209,86.83333333333333
2018,Q1,E07000210,87.63333333333333
2018,Q1,E07000211,86.60000000000001
2018,Q1,E07000212,82.13333333333333
2018,Q1,E07000213,87.03333333333335
2018,Q1,E07000214,83.60000000000001
2018,Q1,E07000215,85.53333333333335
2018,Q1,E07000216,83.8
2018,Q1,E07000217,87.63333333333333
2018,Q1,E07000218,81.66666666666667
2018,Q1,E07000219,76.3
2018,Q1,E07000220,79.66666666666667
2018,Q1,E07000221,85.23333333333333
2018,Q1,E07000222,85.43333333333334
2018,Q1,E07000223,84.06666666666666
2018,Q1,E07000224,80.2
2018,Q1,E07000225,86.23333333333333
2018,Q1,E07000226,86.56666666666666
2018,Q1,E07000227,88.53333333333335
2018,Q1,E07000228,85.06666666666666
2018,Q1,E07000229,78.96666666666665
2018,Q1,E07000234,76.83333333333333
2018,Q1,E07000235,76.5
2018,Q1,E07000236,77.60000000000001
2018,Q1,E07000237,80.26666666666667
2018,Q1,E07000238,78.3
2018,Q1,E07000239,74.36666666666667
2018,Q1,E07000240,91.53333333333335
2018,Q1,E07000241,89.40000000000002
2018,Q1,E07000242,91.5
2018,Q1,E07000243,84.73333333333333
2018,Q1,E07000244,76.86666666666666
2018,Q1,E07000245,81.03333333333333
2018,Q1,E08000001,68.66666666666667
2018,Q1,E08000002,68.23333333333333
2018,Q1,E08000003,70.33333333333333
2018,Q1,E08000004,66.43333333333334
2018,Q1,E08000005,66.60000000000001
2018,Q1,E08000006,67.39999999999999
2018,Q1,E08000007,72.96666666666667
2018,Q1,E08000008,68.0
2018,Q1,E08000009,75.39999999999999
2018,Q1,E08000010,68.23333333333333
2018,Q1,E08000011,69.63333333333333
2018,Q1,E08000012,72.23333333333333
2018,Q1,E08000014,75.56666666666666
2018,Q1,E08000015,73.39999999999999
2018,Q1,E08000017,72.13333333333334
2018,Q1,E08000018,70.76666666666667
2018,Q1,E08000021,83.86666666666666
2018,Q1,E08000022,78.10000000000001
2018,Q1,E08000023,77.43333333333334
2018,Q1,E08000024,79.0
2018,Q1,E08000025,74.36666666666666
2018,Q1,E08000026,80.53333333333333
2018,Q1,E08000027,71.56666666666666
2018,Q1,E08000028,69.43333333333334
2018,Q1,E08000029,77.73333333333333
2018,Q1,E08000030,75.60000000000001
2018,Q1,E08000031,69.56666666666666
2018,Q1,E08000032,74.8
2018,Q1,E08000033,74.46666666666667
2018,Q1,E08000034,74.3
2018,Q1,E08000035,75.93333333333332
2018,Q1,E08000036,72.06666666666666
2018,Q1,E08000037,81.93333333333334
2018,Q1,E08000038,72.39999999999999
2018,Q1,E08000039,72.23333333333333
2018,Q1,E09000001,87.7
2018,Q1,E09000002,85.16666666666667
2018,Q1,E09000003,88.56666666666666
2018,Q1,E09000004,82.13333333333334
2018,Q1,E09000005,93.60000000000001
2018,Q1,E09000006,85.83333333333333
2018,Q1,E09000007,99.26666666666667
2018,Q1,E09000008,87.13333333333333
2018,Q1,E09000009,86.36666666666667
2018,Q1,E09000010,88.10000000000001
2018,Q1,E09000011,86.76666666666667
2018,Q1,E09000012,92.46666666666665
2018,Q1,E09000013,88.53333333333335
2018,Q1,E09000014,92.96666666666665
2018,Q1,E09000015,89.43333333333334
2018,Q1,E09000016,84.96666666666665
2018,Q1,E09000017,87.26666666666667
2018,Q1,E09000018,84.56666666666666
2018,Q1,E09000019,96.43333333333334
2018,Q1,E09000020,103.60000000000001
2018,Q1,E09000021,87.03333333333335
2018,Q1,E09000022,94.5
2018,Q1,E09000023,90.2
2018,Q1,E09000024,87.06666666666666
2018,Q1,E09000025,85.7
2018,Q1,E09000026,86.89999999999999
2018,Q1,E09000027,86.66666666666667
2018,Q1,E09000028,98.63333333333333
2018,Q1,E09000029,83.0
2018,Q1,E09000030,94.66666666666667
2018,Q1,E09000031,89.89999999999999
2018,Q1,E09000032,93.5
2018,Q1,E09000033,95.3
2018,Q2,E06000001,75.63333333333334
2018,Q2,E06000002,75.63333333333333
2018,Q2,E06000003,75.5
2018,Q2,E06000004,80.73333333333333
2018,Q2,E06000005,82.06666666666666
2018,Q2,E06000006,70.16666666666667
2018,Q2,E06000007,72.63333333333334
2018,Q2,E06000008,77.66666666666667
2018,Q2,E06000009,74.73333333333333
2018,Q2,E06000010,79.10000000000001
2018,Q2,E06000011,78.53333333333333
2018,Q2,E06000012,76.66666666666667
2018,Q2,E06000013,76.63333333333334
2018,Q2,E06000014,78.56666666666666
2018,Q2,E06000015,75.26666666666667
2018,Q2,E06000016,71.03333333333335
2018,Q2,E06000017,81.16666666666667
2018,Q2,E06000018,69.66666666666667
2018,Q2,E06000020,71.26666666666667
2018,Q2,E06000021,75.3
2018,Q2,E06000022,81.39999999999999
2018,Q2,E06000023,77.73333333333333
2018,Q2,E06000024,78.13333333333333
2018,Q2,E06000025,78.83333333333333
2018,Q2,E06000026,77.36666666666666
2018,Q2,E06000027,73.43333333333334
2018,Q2,E06000030,81.46666666666665
2018,Q2,E06000031,77.03333333333333
2018,Q2,E06000032,84.96666666666665
2018,Q2,E06000033,82.0
2018,Q2,E06000034,81.16666666666667
2018,Q2,E06000035,80.76666666666667
2018,Q2,E06000036,88.39999999999999
2018,Q2,E06000037,83.60000000000001
2018,Q2,E06000038,88.06666666666666
2018,Q2,E06000039,91.06666666666666
2018,Q2,E06000040,87.7
2018,Q2,E06000041,84.8
2018,Q2,E06000042,83.83333333333333
2018,Q2,E06000043,79.63333333333334
2018,Q2,E06000044,80.43333333333334
2018,Q2,E06000045,82.13333333333334
2018,Q2,E06000046,71.66666666666667
2018,Q2,E06000047,75.89999999999999
2018,Q2,E06000049,77.0
2018,Q2,E06000050,74.86666666666667
2018,Q2,E06000051,75.60000000000001
2018,Q2,E06000052,73.03333333333333
2018,Q2,E06000054,83.06666666666666
2018,Q2,E06000055,84.96666666666667
2018,Q2,E06000056,86.39999999999999
2018,Q2,E06000057,80.06666666666666
2018,Q2,E06000058,80.83333333333333
2018,Q2,E06000059,80.10000000000001
2018,Q2,E06000060,88.13333333333333
2018,Q2,E06000061,77.89999999999999
2018,Q2,E06000062,83.36666666666666
2018,Q2,E06000063,82.56666666666666
2018,Q2,E06000064,82.46666666666667
2018,Q2,E06000065,79.7
2018,Q2,E06000066,77.60000000000001
2018,Q2,E07000008,91.3
2018,Q2,E07000009,86.7
2018,Q2,E07000010,77.8
2018,Q2,E07000011,82.60000000000001
2018,Q2,E07000012,88.63333333333333
2018,Q2,E07000032,73.10000000000001
2018,Q2,E07000033,70.43333333333334
2018,Q2,E07000034,78.46666666666667
2018,Q2,E07000035,74.56666666666666
2018,Q2,E07000036,73.60000000000001
2018,Q2,E07000037,73.56666666666666
2018,Q2,E07000038,75.03333333333333
2018,Q2,E07000039,78.63333333333333
2018,Q2,E07000040,81.89999999999999
2018,Q2,E07000041,77.66666666666667
2018,Q2,E07000042,75.13333333333333
2018,Q2,E07000043,70.53333333333335
2018,Q2,E07000044,77.03333333333333
2018,Q2,E07000045,77.13333333333334
2018,Q2,E07000046,69.76666666666667
2018,Q2,E07000047,76.33333333333333
2018,Q2,E07000061,75.39999999999999
2018,Q2,E07000062,75.63333333333333
2018,Q2,E07000063,82.96666666666665
2018,Q2,E07000064,75.76666666666667
2018,Q2,E07000065,80.46666666666667
2018,Q2,E07000066,81.76666666666667
2018,Q2,E07000067,85.66666666666667
2018,Q2,E07000068,89.96666666666665
2018,Q2,E07000069,80.0
2018,Q2,E07000070,83.13333333333333
2018,Q2,E07000071,83.16666666666667
2018,Q2,E07000072,88.43333333333334
2018,Q2,E07000073,86.43333333333334
2018,Q2,E07000074,83.36666666666667
2018,Q2,E07000075,84.2
2018,Q2,E07000076,78.56666666666666
2018,Q2,E07000077,86.89999999999999
2018,Q2,E07000078,78.43333333333334
2018,Q2,E07000079,69.8
2018,Q2,E07000080,74.46666666666665
2018,Q2,E07000081,77.60000000000001
2018,Q2,E07000082,80.86666666666666
2018,Q2,E07000083,78.53333333333333
2018,Q2,E07000084,86.13333333333333
2018,Q2,E07000085,84.76666666666667
2018,Q2,E07000086,82.93333333333334
2018,Q2,E07000087,79.76666666666667
2018,Q2,E07000088,77.56666666666666
2018,Q2,E07000089,84.26666666666667
2018,Q2,E07000090,80.23333333333333
2018,Q2,E07000091,82.2
2018,Q2,E07000092,87.39999999999999
2018,Q2,E07000093,80.26666666666667
2018,Q2,E07000094,88.0
2018,Q2,E07000095,88.26666666666667
2018,Q2,E07000096,86.23333333333333
2018,Q2,E07000098,88.33333333333333
2018,Q2,E07000099,92.73333333333333
2018,Q2,E07000102,88.83333333333333
2018,Q2,E07000103,86.13333333333333
2018,Q2,E07000105,83.63333333333334
2018,Q2,E07000106,84.0
2018,Q2,E07000107,85.06666666666666
2018,Q2,E07000108,78.23333333333333
2018,Q2,E07000109,81.7
2018,Q2,E07000110,87.60000000000001
2018,Q2,E07000111,82.39999999999999
2018,Q2,E07000113,82.33333333333333
2018,Q2,E07000114,74.2
2018,Q2,E07000115,80.89999999999999
2018,Q2,E07000116,86.13333333333333
2018,Q2,E07000117,68.56666666666666
2018,Q2,E07000118,76.33333333333333
2018,Q2,E07000119,79.03333333333333
2018,Q2,E07000120,72.8
2018,Q2,E07000121,73.46666666666667
2018,Q2,E07000122,70.5
2018,Q2,E07000123,79.76666666666667
2018,Q2,E07000124,84.43333333333334
2018,Q2,E07000125,67.26666666666667
2018,Q2,E07000126,80.83333333333333
2018,Q2,E07000127,81.93333333333334
2018,Q2,E07000128,76.89999999999999
2018,Q2,E07000129,76.93333333333334
2018,Q2,E07000130,76.36666666666667
2018,Q2,E07000131,80.66666666666667
2018,Q2,E07000132,75.26666666666667
2018,Q2,E07000133,80.76666666666667
2018,Q2,E07000134,77.76666666666667
2018,Q2,E07000135,76.89999999999999
2018,Q2,E07000136,78.36666666666667
2018,Q2,E07000137,72.96666666666667
2018,Q2,E07000138,79.53333333333333
2018,Q2,E07000139,76.63333333333334
2018,Q2,E07000140,77.53333333333333
2018,Q2,E07000141,78.43333333333334
2018,Q2,E07000142,76.53333333333333
2018,Q2,E07000143,78.56666666666666
2018,Q2,E07000144,78.43333333333334
2018,Q2,E07000145,72.83333333333333
2018,Q2,E07000146,73.8
2018,Q2,E07000147,79.33333333333333
2018,Q2,E07000148,79.63333333333333
2018,Q2,E07000149,77.93333333333334
2018,Q2,E07000170,71.73333333333333
2018,Q2,E07000171,76.5
2018,Q2,E07000172,72.73333333333333
2018,Q2,E07000173,71.86666666666666
2018,Q2,E07000174,69.89999999999999
2018,Q2,E07000175,76.56666666666666
2018,Q2,E07000176,78.76666666666667
2018,Q2,E07000177,84.8
2018,Q2,E07000178,91.13333333333333
2018,Q2,E07000179,85.66666666666667
2018,Q2,E07000180,87.3
2018,Q2,E07000181,85.93333333333334
2018,Q2,E07000192,70.76666666666667
2018,Q2,E07000193,78.96666666666667
2018,Q2,E07000194,78.26666666666667
2018,Q2,E07000195,74.76666666666667
2018,Q2,E07000196,77.26666666666667
2018,Q2,E07000197,78.60000000000001
2018,Q2,E07000198,74.46666666666667
2018,Q2,E07000199,78.03333333333335
2018,Q2,E07000200,86.93333333333332
2018,Q2,E07000202,81.26666666666667
2018,Q2,E07000203,83.66666666666667
2018,Q2,E07000207,81.73333333333333
2018,Q2,E07000208,84.89999999999999
2018,Q2,E07000209,86.43333333333334
2018,Q2,E07000210,89.66666666666667
2018,Q2,E07000211,86.36666666666667
2018,Q2,E07000212,83.06666666666666
2018,Q2,E07000213,86.60000000000001
2018,Q2,E07000214,83.93333333333334
2018,Q2,E07000215,86.89999999999999
2018,Q2,E07000216,85.3
2018,Q2,E07000217,88.60000000000001
2018,Q2,E07000218,81.33333333333333
2018,Q2,E07000219,77.03333333333335
2018,Q2,E07000220,79.43333333333334
2018,Q2,E07000221,84.83333333333333
2018,Q2,E07000222,86.13333333333333
2018,Q2,E07000223,83.03333333333333
2018,Q2,E07000224,80.53333333333333
2018,Q2,E07000225,86.60000000000001
2018,Q2,E07000226,88.06666666666666
2018,Q2,E07000227,87.26666666666667
2018,Q2,E07000228,84.60000000000001
2018,Q2,E07000229,79.36666666666666
2018,Q2,E07000234,80.36666666666666
2018,Q2,E07000235,77.43333333333334
2018,Q2,E07000236,76.63333333333333
2018,Q2,E07000237,79.3
2018,Q2,E07000238,80.36666666666667
2018,Q2,E07000239,75.39999999999999
2018,Q2,E07000240,89.33333333333333
2018,Q2,E07000241,87.66666666666667
2018,Q2,E07000242,91.26666666666667
2018,Q2,E07000243,83.23333333333333
2018,Q2,E07000244,77.3
2018,Q2,E07000245,80.0
2018,Q2,E08000001,69.06666666666666
2018,Q2,E08000002,69.10000000000001
2018,Q2,E08000003,72.3
2018,Q2,E08000004,66.3
2018,Q2,E08000005,66.73333333333333
2018,Q2,E08000006,67.83333333333333
2018,Q2,E08000007,73.7
2018,Q2,E08000008,68.76666666666667
2018,Q2,E08000009,74.39999999999999
2018,Q2,E08000010,68.03333333333333
2018,Q2,E08000011,72.03333333333333
2018,Q2,E08000012,71.06666666666666
2018,Q2,E08000014,74.23333333333333
2018,Q2,E08000015,74.39999999999999
2018,Q2,E08000017,72.66666666666667
2018,Q2,E08000018,71.43333333333334
2018,Q2,E08000021,84.36666666666666
2018,Q2,E08000022,78.06666666666666
2018,Q2,E08000023,78.8
2018,Q2,E08000024,81.3
2018,Q2,E08000025,75.26666666666667
2018,Q2,E08000026,80.7
2018,Q2,E08000027,72.46666666666667
2018,Q2,E08000028,71.13333333333333
2018,Q2,E08000029,79.23333333333333
2018,Q2,E08000030,76.6
2018,Q2,E08000031,70.89999999999999
2018,Q2,E08000032,75.36666666666667
2018,Q2,E08000033,77.0
2018,Q2,E08000034,74.83333333333333
2018,Q2,E08000035,76.39999999999999
2018,Q2,E08000036,71.43333333333334
2018,Q2,E08000037,82.96666666666667
2018,Q2,E08000038,73.13333333333334
2018,Q2,E08000039,73.73333333333333
2018,Q2,E09000001,87.39999999999999
2018,Q2,E09000002,85.10000000000001
2018,Q2,E09000003,88.39999999999999
2018,Q2,E09000004,81.56666666666666
2018,Q2,E09000005,92.86666666666667
2018,Q2,E09000006,84.66666666666667
2018,Q2,E09000007,97.96666666666665
2018,Q2,E09000008,87.39999999999999
2018,Q2,E09000009,86.2
2018,Q2,E09000010,88.23333333333333
2018,Q2,E09000011,86.5
2018,Q2,E09000012,91.56666666666666
2018,Q2,E09000013,87.33333333333333
2018,Q2,E09000014,92.8
2018,Q2,E09000015,87.7
2018,Q2,E09000016,86.23333333333333
2018,Q2,E09000017,88.56666666666666
2018,Q2,E09000018,83.16666666666667
2018,Q2,E09000019,96.03333333333335
2018,Q2,E09000020,96.26666666666667
2018,Q2,E09000021,88.73333333333333
2018,Q2,E09000022,95.89999999999999
2018,Q2,E09000023,91.86666666666667
2018,Q2,E09000024,88.39999999999999
2018,Q2,E09000025,89.5
2018,Q2,E09000026,84.93333333333334
2018,Q2,E09000027,88.53333333333335
2018,Q2,E09000028,98.43333333333334
2018,Q2,E09000029,84.0
2018,Q2,E09000030,97.23333333333333
2018,Q2,E09000031,87.26666666666667
2018,Q2,E09000032,93.86666666666667
2018,Q2,E09000033,85.43333333333332
2018,Q3,E06000001,78.06666666666666
2018,Q3,E06000002,77.39999999999999
2018,Q3,E06000003,78.23333333333333
2018,Q3,E06000004,82.10000000000001
2018,Q3,E06000005,82.06666666666666
2018,Q3,E06000006,72.46666666666667
2018,Q3,E06000007,75.03333333333333
2018,Q3,E06000008,77.73333333333333
2018,Q3,E06000009,76.96666666666667
2018,Q3,E06000010,82.03333333333333
2018,Q3,E06000011,79.33333333333333
2018,Q3,E06000012,80.7
2018,Q3,E06000013,79.5
2018,Q3,E06000014,80.06666666666666
2018,Q3,E06000015,77.7
2018,Q3,E06000016,72.43333333333334
2018,Q3,E06000017,80.26666666666667
2018,Q3,E06000018,72.0
2018,Q3,E06000020,73.86666666666666
2018,Q3,E06000021,76.86666666666666
2018,Q3,E06000022,80.96666666666665
2018,Q3,E06000023,79.93333333333334
2018,Q3,E06000024,79.66666666666667
2018,Q3,E06000025,79.83333333333333
2018,Q3,E06000026,78.8
2018,Q3,E06000027,73.53333333333333
2018,Q3,E06000030,82.83333333333333
2018,Q3,E06000031,78.43333333333334
2018,Q3,E06000032,85.7
2018,Q3,E06000033,83.7
2018,Q3,E06000034,83.2
2018,Q3,E06000035,81.93333333333334
2018,Q3,E06000036,88.8
2018,Q3,E06000037,86.83333333333333
2018,Q3,E06000038,87.36666666666667
2018,Q3,E06000039,93.0
2018,Q3,E06000040,88.2
2018,Q3,E06000041,85.7
2018,Q3,E06000042,84.3
2018,Q3,E06000043,81.1
2018,Q3,E06000044,81.43333333333334
2018,Q3,E06000045,83.2
2018,Q3,E06000046,73.03333333333335
2018,Q3,E06000047,78.83333333333333
2018,Q3,E06000049,78.8
2018,Q3,E06000050,76.03333333333333
2018,Q3,E06000051,78.2
2018,Q3,E06000052,74.46666666666667
2018,Q3,E06000054,83.76666666666667
2018,Q3,E06000055,86.2
2018,Q3,E06000056,87.26666666666667
2018,Q3,E06000057,81.03333333333333
2018,Q3,E06000058,81.83333333333333
2018,Q3,E06000059,81.63333333333334
2018,Q3,E06000060,90.2
2018,Q3,E06000061,79.60000000000001
2018,Q3,E06000062,84.06666666666666
2018,Q3,E06000063,84.63333333333334
2018,Q3,E06000064,84.16666666666667
2018,Q3,E06000065,81.06666666666666
2018,Q3,E06000066,78.96666666666667
2018,Q3,E07000008,92.46666666666665
2018,Q3,E07000009,88.8
2018,Q3,E07000010,78.03333333333335
2018,Q3,E07000011,84.76666666666667
2018,Q3,E07000012,89.36666666666667
2018,Q3,E07000032,74.86666666666667
2018,Q3,E07000033,72.13333333333333
2018,Q3,E07000034,80.53333333333335
2018,Q3,E07000035,77.33333333333333
2018,Q3,E07000036,75.96666666666667
2018,Q3,E07000037,74.43333333333334
2018,Q3,E07000038,76.5
2018,Q3,E07000039,79.46666666666665
2018,Q3,E07000040,83.0
2018,Q3,E07000041,79.83333333333333
2018,Q3,E07000042,76.13333333333334
2018,Q3,E07000043,73.76666666666667
2018,Q3,E07000044,76.96666666666667
2018,Q3,E07000045,79.0
2018,Q3,E07000046,69.5
2018,Q3,E07000047,78.56666666666666
2018,Q3,E07000061,76.8
2018,Q3,E07000062,75.8
2018,Q3,E07000063,83.5
2018,Q3,E07000064,78.46666666666667
2018,Q3,E07000065,83.86666666666667
2018,Q3,E07000066,83.10000000000001
2018,Q3,E07000067,86.53333333333335
2018,Q3,E07000068,90.13333333333333
2018,Q3,E07000069,82.23333333333333
2018,Q3,E07000070,84.53333333333335
2018,Q3,E07000071,83.63333333333333
2018,Q3,E07000072,89.86666666666667
2018,Q3,E07000073,85.73333333333333
2018,Q3,E07000074,84.2
2018,Q3,E07000075,85.06666666666666
2018,Q3,E07000076,80.23333333333333
2018,Q3,E07000077,88.8
2018,Q3,E07000078,82.63333333333334
2018,Q3,E07000079,73.93333333333334
2018,Q3,E07000080,78.2
2018,Q3,E07000081,76.8
2018,Q3,E07000082,85.10000000000001
2018,Q3,E07000083,82.93333333333334
2018,Q3,E07000084,86.13333333333333
2018,Q3,E07000085,84.76666666666667
2018,Q3,E07000086,84.43333333333334
2018,Q3,E07000087,81.8
2018,Q3,E07000088,78.36666666666666
2018,Q3,E07000089,83.83333333333333
2018,Q3,E07000090,80.46666666666665
2018,Q3,E07000091,82.56666666666666
2018,Q3,E07000092,87.53333333333335
2018,Q3,E07000093,80.6
2018,Q3,E07000094,90.60000000000001
2018,Q3,E07000095,87.2
2018,Q3,E07000096,86.56666666666666
2018,Q3,E07000098,89.26666666666667
2018,Q3,E07000099,92.16666666666667
2018,Q3,E07000102,90.96666666666665
2018,Q3,E07000103,85.60000000000001
2018,Q3,E07000105,82.89999999999999
2018,Q3,E07000106,84.36666666666666
2018,Q3,E07000107,86.23333333333333
2018,Q3,E07000108,80.8
2018,Q3,E07000109,83.03333333333335
2018,Q3,E07000110,88.7
2018,Q3,E07000111,84.06666666666666
2018,Q3,E07000113,82.63333333333333
2018,Q3,E07000114,75.93333333333334
2018,Q3,E07000115,82.86666666666667
2018,Q3,E07000116,86.56666666666666
2018,Q3,E07000117,71.3
2018,Q3,E07000118,77.16666666666667
2018,Q3,E07000119,79.36666666666666
2018,Q3,E07000120,76.0
2018,Q3,E07000121,75.8
2018,Q3,E07000122,70.16666666666667
2018,Q3,E07000123,80.43333333333334
2018,Q3,E07000124,82.89999999999999
2018,Q3,E07000125,69.10000000000001
2018,Q3,E07000126,81.2
2018,Q3,E07000127,86.36666666666667
