scenario,w_xgb_valid_MAE_unrestricted,w_lag1_valid_MAE_unrestricted,valid_MAE_at_w,w_xgb_valid_RMSE_unrestricted,valid_RMSE_at_w,forced_50_percent_weight_used,xgb_bias_correction_method,blend_bias_correction_method,selected_feature_count,selected_lad_dummy_count,top_k_features_fixed,final_prediction_column_selected_by_valid_MAE,final_model_name_selected_by_valid_MAE
lagged_only_no_same_quarter_exog_forecast,0.8,0.19999999999999996,35.042959821177305,0.71,61.650300365110496,False,linear_validation_calibration,additive_mean_residual,427,121,,pred_xgboost_bc_lag1_blend_bias_corrected,Final blend + bias correction
