feature,missing_rate,nunique_train,target_corr,abs_target_corr,spearman_target_corr,abs_spearman_target_corr,univariate_f,univariate_p,group,intended_type,protected_feature,kept_after_correlation_pruning,quick_xgb_gain,quick_xgb_weight,quick_xgb_gain_positive,abs_target_corr_rank_pct,abs_spearman_target_corr_rank_pct,univariate_f_rank_pct,quick_xgb_gain_rank_pct,combined_selection_score,selected_final,selection_mode
annual_rent_to_income_lag8q,0.08108655990269613,4457,0.009565326164887934,0.009565326164887934,0.0028421047213786086,0.0028421047213786086,0.451205419392716,0.501794542949243,rent,float32_numeric,True,True,1.6786792278289795,4.0,True,0.5553914327917282,0.1779911373707533,0.5553914327917282,0.9689807976366323,3.2267355982274744,True,auto_quick_xgb_plus_target_corr
average_private_rental_price_lag8q,0.08108655990269613,2346,0.018798753517279162,0.018798753517279162,0.011032245570767011,0.011032245570767011,1.7431975768388952,0.18679546258448584,rent,float32_numeric,True,True,1.6659259796142578,2.0,True,0.7296898079763663,0.5310192023633677,0.7296898079763663,0.9675036927621861,3.9254062038404722,True,auto_quick_xgb_plus_target_corr
gbp_index_yoy_pct_lag8q,0.04946280154064464,20,0.03941797729216824,0.03941797729216824,0.08356691250470033,0.08356691250470033,7.673597118799385,0.005624440142522641,market / FX,float32_numeric,False,True,1.6658967733383179,1.0,True,0.8596750369276218,0.9556868537666174,0.8596750369276218,0.96602658788774,4.607090103397341,True,auto_quick_xgb_plus_target_corr
house_price_to_income_yoy_pct_lag1q,0.2227853233326576,3834,0.028836194869312087,0.028836194869312087,0.04655769116444153,0.04655769116444153,4.103667676341678,0.042844041118308855,house price / housing,float32_numeric,False,True,1.6514272689819336,4.0,True,0.8183161004431314,0.8330871491875923,0.8183161004431314,0.9645494830132939,4.398818316100443,True,auto_quick_xgb_plus_target_corr
international_net_migration_qoq_pct_lag1q,0.04621933914453679,1096,0.013185561662862152,0.013185561662862152,0.011168659130760214,0.011168659130760214,0.8574479833966357,0.3544991581398946,migration,float32_numeric,False,True,1.6003246307373047,1.0,True,0.6425406203840472,0.5376661742983752,0.6425406203840472,0.9630723781388478,3.748892171344165,True,auto_quick_xgb_plus_target_corr
log1p_house_sales_volume_lag4q,0.0512872491384553,1401,0.014808728946283014,0.014808728946283014,0.015607949059113583,0.015607949059113583,1.0815978645033713,0.29839136779779146,house price / housing,float32_numeric,True,True,1.5955349206924438,5.0,True,0.6735598227474151,0.6491875923190547,0.6735598227474151,0.9615952732644018,3.9194977843426884,True,auto_quick_xgb_plus_target_corr
average_house_price_annual_change_qoq_pct_lag2q,0.052503547536995744,4114,-0.0028730780045646987,0.0028730780045646987,0.02588569745243881,0.02588569745243881,0.040703656264839835,0.8401193436320357,house price / housing,float32_numeric,False,True,1.5896509885787964,9.0,True,0.2259970457902511,0.7607090103397341,0.2259970457902511,0.9601181683899557,3.1329394387001477,True,auto_quick_xgb_plus_target_corr
private_rental_price_monthly_change_qoq_pct_lag8q,0.08108655990269613,4533,-0.00969614869007058,0.00969614869007058,-0.018064325178613706,0.018064325178613706,0.46363303003795076,0.4959629205719048,rent,float32_numeric,False,True,1.5689551830291748,1.0,True,0.5598227474150664,0.6809453471196455,0.5598227474150664,0.9586410635155096,3.7178729689807977,True,auto_quick_xgb_plus_target_corr
international_net_migration_yoy_pct_lag2q,0.04581390634502331,1407,0.010067796765113447,0.010067796765113447,0.007917929032533126,0.007917929032533126,0.4998594478500054,0.4795952947950072,migration,float32_numeric,False,True,1.549237608909607,7.0,True,0.568685376661743,0.4224519940915805,0.568685376661743,0.9571639586410635,3.4741506646971936,True,auto_quick_xgb_plus_target_corr
cpi_00_all_items_yoy_pct_lag2q,0.027772146766673424,25,0.054313404540067264,0.054313404540067264,0.05717720778498364,0.05717720778498364,14.5892207076828,0.00013531987436992427,CPI total,float32_numeric,False,True,1.5025745630264282,2.0,True,0.9010339734121122,0.8847858197932054,0.9010339734121122,0.9556868537666174,4.598227474150665,True,auto_quick_xgb_plus_target_corr
house_sales_volume_lag4q,0.0512872491384553,1401,0.01086541838415068,0.01086541838415068,0.015607949059113583,0.015607949059113583,0.5822093625385527,0.4454841231545185,house price / housing,float32_numeric,True,True,1.4778016805648804,2.0,True,0.5893648449039882,0.6491875923190547,0.5893648449039882,0.9542097488921714,3.7363367799113743,True,auto_quick_xgb_plus_target_corr
log1p_house_sales_volume_lag1q,0.0512872491384553,1381,0.003118914108064432,0.003118914108064432,0.018543884955010047,0.018543884955010047,0.047967386536450184,0.8266477541612546,house price / housing,float32_numeric,True,True,1.4732829332351685,1.0,True,0.24224519940915806,0.689069423929099,0.24224519940915806,0.9527326440177253,3.0790251107828657,True,auto_quick_xgb_plus_target_corr
annual_rent_to_income_yoy_pct_lag8q,0.08108655990269613,4529,0.0012845955815056578,0.0012845955815056578,-0.00139517520874687,0.00139517520874687,0.008137079647058896,0.9281273686352225,rent,float32_numeric,False,True,1.4719452857971191,1.0,True,0.10044313146233383,0.09453471196454949,0.10044313146233383,0.9512555391432792,2.1979320531757756,True,auto_quick_xgb_plus_target_corr
log1p_private_rental_price_index_lag8q,0.08108655990269613,4502,0.050073641082117544,0.050073641082117544,0.04939298629375732,0.04939298629375732,12.394917797436797,0.00043439651619325473,rent,float32_numeric,True,True,1.467612624168396,2.0,True,0.8906942392909897,0.8463810930576071,0.8906942392909897,0.9497784342688331,4.527326440177253,True,auto_quick_xgb_plus_target_corr
international_net_migration_lag1q,0.04317859314818569,1045,0.026072529989892422,0.026072529989892422,0.03886032207106633,0.03886032207106633,3.3542596477411446,0.06709164409227902,migration,float32_numeric,False,True,1.3315067291259766,1.0,True,0.7991137370753324,0.810930576070901,0.7991137370753324,0.948301329394387,4.30576070901034,True,auto_quick_xgb_plus_target_corr
average_house_price_monthly_change_lag1q,0.0512872491384553,208,-0.022994013238767125,0.022994013238767125,-0.026713204954130713,0.026713204954130713,2.6085204126587835,0.10635486841860582,house price / housing,float32_numeric,False,True,1.324413776397705,2.0,True,0.7843426883308715,0.7651403249630724,0.7843426883308715,0.946824224519941,4.227474150664698,True,auto_quick_xgb_plus_target_corr
ftse_100_lag8q,0.03425907155888912,24,-0.077672824775537,0.077672824775537,-0.10879807922543293,0.10879807922543293,29.92962432116458,4.701471925040103e-08,market / FX,float32_numeric,False,True,1.3097431659698486,1.0,True,0.9645494830132939,0.9689807976366323,0.9645494830132939,0.9453471196454948,4.788774002954209,True,auto_quick_xgb_plus_target_corr
log1p_population_lag4q,0.04317859314818569,1423,0.01757686941695864,0.01757686941695864,0.021419781272021172,0.021419781272021172,1.5238851938970026,0.21709131775639748,population / scale,float32_numeric,False,True,1.282823920249939,14.0,True,0.7163958641063516,0.7245199409158051,0.7163958641063516,0.9438700147710487,4.045051698670606,True,auto_quick_xgb_plus_target_corr
house_sales_volume_qoq_pct_lag8q,0.0512872491384553,4563,-0.014047520127036247,0.014047520127036247,-0.055567507847825715,0.055567507847825715,0.9732401961329051,0.32392181416208693,house price / housing,float32_numeric,False,True,1.2820611000061035,1.0,True,0.6587887740029542,0.8818316100443131,0.6587887740029542,0.9423929098966026,4.084194977843427,True,auto_quick_xgb_plus_target_corr
annual_rent_to_income_lag4q,0.08108655990269613,4473,0.006966243470519315,0.006966243470519315,0.0008204061129383943,0.0008204061129383943,0.2393058838016075,0.624729650239835,rent,float32_numeric,True,True,1.277226448059082,3.0,True,0.4771048744460857,0.060561299852289516,0.4771048744460857,0.9409158050221565,2.896602658788774,True,auto_quick_xgb_plus_target_corr
homelessness_per_1000_lag1q,0.000608149199270221,4778,-0.01177505412114244,0.01177505412114244,-0.10863281403304133,0.10863281403304133,0.6837873251213326,0.40832562723470867,target history,float32_numeric,False,True,1.2759745121002197,26.0,True,0.6144756277695717,0.9675036927621861,0.6144756277695717,0.9394387001477105,4.07533234859675,True,auto_quick_xgb_plus_target_corr
log1p_cpi_00_all_items_lag2q,0.006689641191972431,27,0.04758589673820605,0.04758589673820605,0.07907816083773352,0.07907816083773352,11.191184545566728,0.0008280101517351793,CPI total,float32_numeric,True,True,1.2611089944839478,1.0,True,0.8774002954209749,0.947562776957164,0.8774002954209749,0.9379615952732644,4.578286558345643,True,auto_quick_xgb_plus_target_corr
annual_rent_to_income_qoq_pct_lag4q,0.08108655990269613,4380,-0.18571916326737595,0.18571916326737595,-0.1611590201359987,0.1611590201359987,176.15395002109682,1.5856682811956236e-39,rent,float32_numeric,False,True,1.2424609661102295,2.0,True,0.9970457902511078,0.9881831610044313,0.9970457902511078,0.9364844903988183,4.855243722304284,True,auto_quick_xgb_plus_target_corr
average_house_price_annual_change_lag1q,0.0512872491384553,661,0.04829254867230648,0.04829254867230648,0.057867402543380145,0.057867402543380145,11.52681403142911,0.0006914107915838953,house price / housing,float32_numeric,False,True,1.159509301185608,2.0,True,0.8818316100443131,0.8936484490398818,0.8818316100443131,0.9350073855243722,4.527326440177252,True,auto_quick_xgb_plus_target_corr
population_yoy_pct_lag2q,0.04378674234745591,1438,0.02335395652139733,0.02335395652139733,0.04229989855801508,0.04229989855801508,2.690870943953924,0.100988417519358,population / scale,float32_numeric,False,True,1.1501954793930054,1.0,True,0.7887740029542097,0.8212703101920237,0.7887740029542097,0.9335302806499262,4.265878877400295,True,auto_quick_xgb_plus_target_corr
